WOS relevance rank,Authors,Article Title,Source Title,Publication Year,Volume,Issue,DOI,Relevant? Y/N,micrlocfull,micrtax,otherPhenMicrLink,MicrobesAffectPhenology,manipulationtype,inoctype,phentrait,phentrait_of,anyeffect,SelectionOnPlantMeasured,FitnessComponent,RawDataAvailable,Notes
816,"Nogia, VK; Singh, V; Meghwal, RR","Effect of Cotton leaf curl virus infected plants on the biology of the whitefly, Bemisia tabaci (Hemiptera: Aleyrodidae): Vector-virus mutualism",PHYTOPARASITICA,2014,42,5,10.1007/s12600-014-0402-9,,,,,,,,,,,,,,
817,"Heydari, S; Pirzad, A",Mycorrhizal Fungi and Thiobacillus Co-inoculation Improve the Physiological Indices of Lallemantia iberica Under Salinity Stress,CURRENT MICROBIOLOGY,2020,77,9,10.1007/s00284-020-02034-y,,,,,,,,,,,,,,
818,"Likotrafiti, E; Oniciuc, EA; Prieto, M; Santos, JA; Lopez, S; Alvarez-Ordonez, A",Risk assessment of antimicrobial resistance along the food chain through culture-independent methodologies,EFSA JOURNAL,2018,16,,10.2903/j.efsa.2018.e160811,,,,,,,,,,,,,,
819,"Kongo, JM; Gomes, AM; Malcata, FX; McSweeney, PLH","Microbiological, biochemical and compositional changes during ripening of Sao Jorge - a raw milk cheese from the Azores (Portugal)",FOOD CHEMISTRY,2009,112,1,10.1016/j.foodchem.2008.05.067,,,,,,,,,,,,,,
820,"NAYLOR, REL","THE EFFECT OF PARENT PLANT NUTRITION ON SEED SIZE, VIABILITY AND VIGOR AND ON GERMINATION OF WHEAT AND TRITICALE AT DIFFERENT TEMPERATURES",ANNALS OF APPLIED BIOLOGY,1993,123,2,10.1111/j.1744-7348.1993.tb04100.x,,,,,,,,,,,,,,
821,"Rodriguez-Echeverria, S; Hol, WHG; Freitas, H; Eason, WR; Cook, R",Arbuscular mycorrhizal fungi of Ammophila arenaria (L.) Link: Spore abundance and root colonisation in six locations of the European coast,EUROPEAN JOURNAL OF SOIL BIOLOGY,2008,44,1,10.1016/j.ejsobi.2007.01.003,,,,,,,,,,,,,,
822,"Boonkorn, P; Gemma, H; Sugaya, S; Setha, S; Uthaibutra, J; Whangchai, K","Impact of high-dose, short periods of ozone exposure on green mold and antioxidant enzyme activity of tangerine fruit",POSTHARVEST BIOLOGY AND TECHNOLOGY,2012,67,,10.1016/j.postharvbio.2011.12.012,,,,,,,,,,,,,,
823,"Pimenta, RS; Silva, FL; Silva, JFM; Morais, PB; Braga, DT; Rosa, CA; Correa, A","Biological control of Penicillium italicum, P. digitatum and P. expansum by the predacious yeast Saccharomycopsis schoenii on oranges",BRAZILIAN JOURNAL OF MICROBIOLOGY,2008,39,1,10.1590/S1517-83822008000100020,,,,,,,,,,,,,,
824,"Cleland, EE; Larios, L; Suding, KN",Strengthening Invasion Filters to Reassemble Native Plant Communities: Soil Resources and Phenological Overlap,RESTORATION ECOLOGY,2013,21,3,10.1111/j.1526-100X.2012.00896.x,,,,,,,,,,,,,,
825,"Guo, X; Zhao, ZT; Mar, SS; Zhang, DX; Saunders, RMK",A symbiotic balancing act: arbuscular mycorrhizal specificity and specialist fungus gnat pollination in the mycoheterotrophic genus Thismia (Thismiaceae),ANNALS OF BOTANY,2019,124,2,10.1093/aob/mcz087,,,,,,,,,,,,,,
826,"NEHER, DA; PECK, SL; RAWLINGS, JO; CAMPBELL, CL",MEASURES OF NEMATODE COMMUNITY STRUCTURE AND SOURCES OF VARIABILITY AMONG AND WITHIN AGRICULTURAL FIELDS,PLANT AND SOIL,1995,170,1,10.1007/BF02183065,,,,,,,,,,,,,,
827,"Banerjee, A; Das, AB; Mittra, B",Aluminium pre-treatment induces activation of defense responses against Fusarium infection in Triticum aestivum,RUSSIAN JOURNAL OF PLANT PHYSIOLOGY,2016,63,4,10.1134/S1021443716040038,,,,,,,,,,,,,,
828,"Antonovics, J; Abbate, JL; Bruns, EL; Fields, PD; Forrester, NJ; Gilbert, KJ; Hood, ME; Park, T; Taylor, DR",Effect of the anther-smut fungus Microbotryum on the juvenile growth of its host Silene latifolia,AMERICAN JOURNAL OF BOTANY,2018,105,6,10.1002/ajb2.1114,,,,,,,,,,,,,,
829,"Oka, Y; Chet, I; Spiegel, Y",Accumulation of lectins in cereal roots invaded by the cereal cyst nematode Heterodera avenae,PHYSIOLOGICAL AND MOLECULAR PLANT PATHOLOGY,1997,51,5,10.1006/pmpp.1997.0127,,,,,,,,,,,,,,
830,"Chagas, E; Araujo, AP; Alves, BJR; Teixeira, MG",SEEDS ENRICHED WITH PHOSPHORUS AND MOLYBDENUM IMPROVE THE CONTRIBUTION OF BIOLOGICAL NITROGEN FIXATION TO COMMON BEAN AS ESTIMATED BY N-15 ISOTOPE DILUTION,REVISTA BRASILEIRA DE CIENCIA DO SOLO,2010,34,4,10.1590/S0100-06832010000400009,,,,,,,,,,,,,,
831,"Marchiol, L; Cesco, S; Pinton, R; Zerbi, G",Germination and initial root growth of four legumes as affected by landfill biogas atmosphere,RESTORATION ECOLOGY,2000,8,1,10.1046/j.1526-100x.2000.80013.x,,,,,,,,,,,,,,
832,"Kuzhuppillymyal-Prabhakarankutty, L; Tamez-Guerra, P; Gomez-Flores, R; Rodriguez-Padilla, MC; Ek-Ramos, MJ",Endophytic Beauveria bassiana promotes drought tolerance and early flowering in corn,WORLD JOURNAL OF MICROBIOLOGY & BIOTECHNOLOGY,2020,36,3,10.1007/s11274-020-02823-4,,,,,,,,,,,,,,
833,"Mashiane, RA; Ezeokoli, OT; Adeleke, RA; Bezuidenhout, CC",Metagenomic analyses of bacterial endophytes associated with the phyllosphere of a Bt maize cultivar and its isogenic parental line from South Africa,WORLD JOURNAL OF MICROBIOLOGY & BIOTECHNOLOGY,2017,33,4,10.1007/s11274-017-2249-y,,,,,,,,,,,,,,
834,"Gladys, JC; Jesus, HEJ; Virginia, NMG; Manuel, SYJ",Biostimulation of soil polluted 10000 ppm of waste motor oil and phytoremediation with Cicer arietinum improved by Bacillus cereus/Rhizobium etli,JOURNAL OF THE SELVA ANDINA RESEARCH SOCIETY,2016,7,2,,,,,,,,,,,,,,,
835,"Clemente, AS; Moedas, AR; Oliveira, G; Martins-Loucao, MA; Correia, O",Effect of hydroseeding components on the germination of Mediterranean native plant species,JOURNAL OF ARID ENVIRONMENTS,2016,125,,10.1016/j.jaridenv.2015.09.017,,,,,,,,,,,,,,
836,"Peccoud, J; Bonhomme, J; Maheo, F; de la Huerta, M; Cosson, O; Simon, JC",Inheritance patterns of secondary symbionts during sexual reproduction of pea aphid biotypes,INSECT SCIENCE,2014,21,3,10.1111/1744-7917.12083,,,,,,,,,,,,,,
837,"de Mesquita, CPB; del Rio, CMM; Suding, KN; Schmidt, SK","Rapid temporal changes in root colonization by arbuscular mycorrhizal fungi and fine root endophytes, not dark septate endophytes, track plant activity and environment in an alpine ecosystem",MYCORRHIZA,2018,28,8,10.1007/s00572-018-0863-7,,,,,,,,,,,,,,
838,"Ramin, KI; Allison, SD",Bacterial Tradeoffs in Growth Rate and Extracellular Enzymes,FRONTIERS IN MICROBIOLOGY,2019,10,,10.3389/fmicb.2019.02956,,,,,,,,,,,,,,
839,"Sussmann, AV; DeWreede, RE","Life history of Acrosiphonia (Codiolales, Chlorophyta) in southwestern British Columbia, Canada",AMERICAN JOURNAL OF BOTANY,2001,88,9,10.2307/3558397,,,,,,,,,,,,,,
840,"Ahmiviad, CA; Abdullatif, SA","EFFECT OF ORGANIC MATTER, BIO-FERTILIZERS AND MAGNETIC WATER ON THE VEGETATIVE GROWTH AND FLOWER QUALITY OF GLADIOLUS (GLADIOLUS HYBRIDA L.) VAR. CARTAGO",APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,2020,18,2,10.15666/aeer/1802_26372655,,,,,,,,,,,,,,
841,"Resende, RS; Rodrigues, FA; Soares, JM; Casela, CR",Influence of silicon on some components of resistance to anthracnose in susceptible and resistant sorghum lines,EUROPEAN JOURNAL OF PLANT PATHOLOGY,2009,124,3,10.1007/s10658-009-9430-6,,,,,,,,,,,,,,
842,"Angulo, VC; Sanfuentes, EA; Rodriguez, F; Sossa, KE",Characterization of growth-promoting rhizobacteria in Eucalyptus nitens seedlings,REVISTA ARGENTINA DE MICROBIOLOGIA,2014,46,4,10.1016/S0325-7541(14)70093-8,,,,,,,,,,,,,,
843,"Tobita, H; Hasegawa, SF; Yazaki, K; Komatsu, M; Kitao, M",Growth and N-2 fixation in an Alnus hirsuta (Turcz.) var. sibirica stand in Japan,JOURNAL OF BIOSCIENCES,2013,38,4,10.1007/s12038-013-9369-9,,,,,,,,,,,,,,
844,"Miki, T; Doi, H",Leaf phenological shifts and plant-microbe-soil interactions can determine forest productivity and nutrient cycling under climate change in an ecosystem model,ECOLOGICAL RESEARCH,2016,31,2,10.1007/s11284-016-1333-3,,,,,,,,,,,,,,
845,"Wang, Y; Xu, Z; Zhu, P; Liu, Y; Zhang, Z; Mastuda, Y; Toyoda, H; Xu, L",POSTHARVEST BIOLOGICAL CONTROL OF MELON PATHOGENS USING BACILLUS SUBTILIS EXWB1,JOURNAL OF PLANT PATHOLOGY,2010,92,3,,,,,,,,,,,,,,,
846,"Santos, LNS; Cabral, PDS; Neves, GAR; Alves, FR; Teixeira, MB; Cunha, FN; Silva, NF",Multivariate statistics applied to the reaction of common bean plants to parasitism by Meloidogyne javanica,GENETICS AND MOLECULAR RESEARCH,2017,16,1,10.4238/gmr16019420,,,,,,,,,,,,,,
847,"Martin, JA; Solla, A; Witzell, J; Gil, L; Garcia-Vallejo, MC",Antifungal effect and reduction of Ulmus minor symptoms to Ophiostoma novo-ulmi by carvacrol and salicylic acid,EUROPEAN JOURNAL OF PLANT PATHOLOGY,2010,127,1,10.1007/s10658-009-9567-3,,,,,,,,,,,,,,
848,"Sellinger, T; Muller, J; Hosel, V; Tellier, A",Are the better cooperators dormant or quiescent?,MATHEMATICAL BIOSCIENCES,2019,318,,10.1016/j.mbs.2019.108272,,,,,,,,,,,,,,
849,"Puerari, HH; Dias-Arieira, CR; Tavares-Silva, CA; Arieira, JD; Biela, F; Poletine, JP",ECOLIFE (R) AND MANGANESE PHOSPHITE IN THE CONTROL OF MELOIDOGYNE JAVANICA AND IN THE DEVELOPMENT OF SOYBEAN CULTIVARS SUSCEPTIBLE AND RESISTANT TO THE NEMATODE,NEMATROPICA,2013,43,1,,,,,,,,,,,,,,,
850,"NARANG, RS; GILL, MS","EFFECT OF IRRIGATION AND NITROGEN MANAGEMENT ON ROOT-GROWTH PARAMETERS, N-USE AND SEED-YIELD RESPONSE OF GOBHI-SARSON (BRASSICA-NAPUS SUBSP OLEIFERA VAR ANNUA)",INDIAN JOURNAL OF AGRICULTURAL SCIENCES,1992,62,3,,,,,,,,,,,,,,,
851,"Mohamed, MAN; El-Tantawy, ESM","Nodulation, Nodule Growth and Proton Release by Soybean Plants Cultivated in Hydroaeroponic System as Affected by Salinity and Bradyrhizobium japonicum Strains",CATRINA-THE INTERNATIONAL JOURNAL OF ENVIRONMENTAL SCIENCES,2009,4,2,,,,,,,,,,,,,,,
852,"Oz, F; Kaya, M; Aksu, MI",UTILIZATION OF THYMUS VULGARIS L. IN THE PRODUCTION OF SUCUK,JOURNAL OF FOOD PROCESSING AND PRESERVATION,2011,35,4,10.1111/j.1745-4549.2010.00491.x,,,,,,,,,,,,,,
853,"Ngosong, C; Gabriel, E; Ruess, L",Collembola grazing on arbuscular mycorrhiza fungi modulates nutrient allocation in plants,PEDOBIOLOGIA,2014,57,3,10.1016/j.pedobi.2014.03.002,,,,,,,,,,,,,,
854,"Schlemper, TR; van Veen, JA; Kuramae, EE",Co-Variation of Bacterial and Fungal Communities in Different Sorghum Cultivars and Growth Stages is Soil Dependent,MICROBIAL ECOLOGY,2018,76,1,10.1007/s00248-017-1108-6,,,,,,,,,,,,,,
855,"Murphy, HA; Zeyl, CW",PREZYGOTIC ISOLATION BETWEEN SACCHAROMYCES CEREVISIAE AND SACCHAROMYCES PARADOXUS THROUGH DIFFERENCES IN MATING SPEED AND GERMINATION TIMING,EVOLUTION,2012,66,4,10.1111/j.1558-5646.2011.01516.x,,,,,,,,,,,,,,
856,"Fan, FL; Zhang, FS; Lu, YH",Linking plant identity and interspecific competition to soil nitrogen cycling through ammonia oxidizer communities,SOIL BIOLOGY & BIOCHEMISTRY,2011,43,1,10.1016/j.soilbio.2010.09.009,,,,,,,,,,,,,,
857,"Gage, SH; Isard, SA; Colunga, M",Ecological scaling of aerobiological dispersal processes,AGRICULTURAL AND FOREST METEOROLOGY,1999,97,4,10.1016/S0168-1923(99)00070-2,,,,,,,,,,,,,,
858,"McCarthy-Neumann, S; Kobe, RK",Tolerance of soil pathogens co-varies with shade tolerance across species of tropical tree seedlings,ECOLOGY,2008,89,7,10.1890/07-0211.1,,,,,,,,,,,,,,
859,"Negrete-Yankelevich, S; Maldonado-Mendoza, IE; Lazaro-Castellanos, JO; Sangabriel-Conde, W; Martinez-Alvarez, JC",Arbuscular mycorrhizal root colonization and soil P availability are positively related to agrodiversity in Mexican maize polycultures,BIOLOGY AND FERTILITY OF SOILS,2013,49,2,10.1007/s00374-012-0710-5,,,,,,,,,,,,,,
860,"Fourie, H; Mienie, CMS; Mc Donald, AH; De Waele, D","Identification and validation of genetic markers associated with Meloidogyne incognita race 2 resistance in soybean, Glycine max (L.) Merr",NEMATOLOGY,2008,10,,10.1163/156854108785787235,,,,,,,,,,,,,,
861,"Hou, HM; Li, HE; Gao, M; Wang, H; Jiao, C; Wang, XP",Expression of a GDP-L-galactose phosphorylase-like gene in a Chinese wild Vitis species induces responses to Erysiphe necator and defense signaling molecules,GENETICS AND MOLECULAR RESEARCH,2013,12,3,10.4238/2013.September.23.1,,,,,,,,,,,,,,
862,"Giassi, V; Kiritani, C; Kupper, KC",Bacteria as growth-promoting agents for citrus rootstocks,MICROBIOLOGICAL RESEARCH,2016,190,,10.1016/j.micres.2015.12.006,,,,,,,,,,,,,,
863,"DOSS, RP; POTTER, SW; SOELDNER, AH; CHRISTIAN, JK; FUKUNAGA, LE",ADHESION OF GERMLINGS OF BOTRYTIS-CINEREA,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,1995,61,1,10.1128/AEM.61.1.260-265.1995,,,,,,,,,,,,,,
864,"Wickett, NJ; Zhang, Y; Hansen, SK; Roper, JM; Kuehl, JV; Plock, SA; Wolf, PG; dePamphilis, CW; Boore, JL; Goffinet, B",Functional gene losses occur with minimal size reduction in the plastid genome of the parasitic liverwort Aneura mirabilis,MOLECULAR BIOLOGY AND EVOLUTION,2008,25,2,10.1093/molbev/msm267,,,,,,,,,,,,,,
865,"Mortimer, PE; Perez-Fernandez, MA; Valentine, AJ",Arbuscular mycorrhizae affect the N and C economy of nodulated Phaseolus vulgaris (L.) during NH4+ nutrition,SOIL BIOLOGY & BIOCHEMISTRY,2009,41,10,10.1016/j.soilbio.2009.07.021,,,,,,,,,,,,,,
866,"WILSON, JP; BURTON, GW; ZONGO, JD; DICKO, IO",DISEASE RESISTANCE AND MORPHOLOGICAL TRAITS OF PEARL-MILLET LANDRACES FROM SOUTH BURKINA-FASO,CROP SCIENCE,1991,31,3,10.2135/cropsci1991.0011183X003100030019x,,,,,,,,,,,,,,
867,"Babalola, OA",Assessment of the contribution of microbial activities to tomato growth and yield under an organic production system,OPEN AGRICULTURE,2019,4,1,10.1515/opag-2019-0063,,,,,,,,,,,,,,
868,"Boller, B; Peter-Schmid, MKI; Tresch, E; Tanner, P; Schubiger, FX",Ecotypes of Italian ryegrass from Swiss permanent grassland outperform current recommended cultivars,EUPHYTICA,2009,170,1-2,10.1007/s10681-009-9963-y,,,,,,,,,,,,,,
869,"Granath, G; Vicari, M; Bazely, DR; Ball, JP; Puentes, A; Rakocevic, T",Variation in the abundance of fungal endophytes in fescue grasses along altitudinal and grazing gradients,ECOGRAPHY,2007,30,3,10.1111/j.2007.0906-7590.05027.x,,,,,,,,,,,,,,
870,"Sanchez, JL; Trexler, JC",When is an herbivore not an herbivore? Detritivory facilitates herbivory in a freshwater system,ECOLOGY AND EVOLUTION,2018,8,12,10.1002/ece3.4133,,,,,,,,,,,,,,
871,"Sellinger, TPP; Abu Awad, D; Moest, M; Tellier, A","Inference of past demography, dormancy and self-fertilization rates from whole genome sequence data",PLOS GENETICS,2020,16,4,10.1371/journal.pgen.1008698,,,,,,,,,,,,,,
872,"Fauzi, MT; Tomley, AJ; Dart, PJ; Ogle, HJ; Adkins, SW","The rust Puccinia abrupta var. partheniicola, a potential biocontrol agent of Parthenium weed: Environmental requirements for disease progress",BIOLOGICAL CONTROL,1999,14,3,10.1006/bcon.1998.0680,,,,,,,,,,,,,,
873,"LEIBOVITCH, S; MA, BL; MALOBA, WE; SMITH, DL",SPRING BARLEY RESPONSES TO ROW SPACING AND FUNGICIDE TRIADIMEFON IN REGIONS WITH A SHORT CROP-GROWING SEASON,JOURNAL OF AGRONOMY AND CROP SCIENCE-ZEITSCHRIFT FUR ACKER UND PFLANZENBAU,1992,169,3,10.1111/j.1439-037X.1992.tb01027.x,,,,,,,,,,,,,,
874,"Freed, GM; Floyd, CM; Malvick, DK",Effects of Pathogen Population Levels and Crop-Derived Nutrients on Development of Soybean Sudden Death Syndrome and Growth of Fusarium virguliforme,PLANT DISEASE,2017,101,3,10.1094/PDIS-04-16-0524-RE,,,,,,,,,,,,,,
875,"JACOBSEN, E; MALVAR, R; HUIGEN, DJ; BERGERVOET, JEM; RAMANNA, MS",ISOLATION AND CHARACTERIZATION OF SOMATIC HYBRIDS OF DIPLOID SOLANUM-TUBEROSUM AND SOLANUM-BREVIDENS AND THE USE OF AMYLOSE-FREE STARCH MUTATION FOR DETECTION OF INTROGRESSION,EUPHYTICA,1993,69,3,10.1007/BF00022365,,,,,,,,,,,,,,
876,"Pintye, A; Ropars, J; Harvey, N; Shin, HD; Leyronas, C; Nicot, PC; Giraud, T; Kiss, L",Host Phenology and Geography as Drivers of Differentiation in Generalist Fungal Mycoparasites,PLOS ONE,2015,10,3,10.1371/journal.pone.0120703,,,,,,,,,,,,,,
877,"Marquina, ME; Ramirez, Y; Castro, Y",Effect of rhizosphere bacteria on germination and growth of bell pepper Capsicum annuum L. var. Cacique Gigante,BIOAGRO,2018,30,1,,,,,,,,,,,,,,,
878,"de Araujo, ASF; Miranda, ARL; Sousa, RS; Mendes, LW; Antunes, JEL; Oliveira, LMD; de Araujo, FF; Melo, VMM; Figueiredo, MDB",Bacterial community associated with rhizosphere of maize and cowpea in a subsequent cultivation,APPLIED SOIL ECOLOGY,2019,143,,10.1016/j.apsoil.2019.05.019,,,,,,,,,,,,,,
879,"Spriggs, AC; Stock, WD; Dakora, FD",Influence of mycorrhizal associations on foliar delta(15)N values of legume and non-legume shrubs and trees in the fynbos of South Africa: Implications for estimating N(2) fixation using the (15)N natural abundance method,PLANT AND SOIL,2003,255,2,10.1023/A:1026044831178,,,,,,,,,,,,,,
880,"Neira-Monsalve, E; Saenz-Aponte, A; Rodriguez-Bocanegra, MX; Gutierrez-Rojas, I; Teran, W; Quevedo-Hidalgo, B",In vitro production of the biological control agent Heterorhabditis indica SL0708 in different agar media,BIOCONTROL SCIENCE AND TECHNOLOGY,2019,29,11,10.1080/09583157.2019.1658179,,,,,,,,,,,,,,
881,"MCINROY, JA; KLOEPPER, JW",POPULATION-DYNAMICS OF ENDOPHYTIC BACTERIA IN FIELD-GROWN SWEET CORN AND COTTON,CANADIAN JOURNAL OF MICROBIOLOGY,1995,41,10,10.1139/m95-123,,,,,,,,,,,,,,
882,"Ellison, CA; Evans, HC; Djeddour, DH; Thomas, SE","Biology and host range of the rust fungus Puccinia spegazzinii: A new classical biological control agent for the invasive, alien weed Mikania micrantha in Asia",BIOLOGICAL CONTROL,2008,45,1,10.1016/j.biocontrol.2007.12.001,,,,,,,,,,,,,,
883,"Garcia-Sanchez, M; Garrido, I; Casimiro, IDJ; Casero, PJ; Espinosa, F; Garcia-Romera, I; Aranda, E",Defence response of tomato seedlings to oxidative stress induced by phenolic compounds from dry olive mill residue,CHEMOSPHERE,2012,89,6,10.1016/j.chemosphere.2012.06.026,,,,,,,,,,,,,,
884,"Dovrat, G; Masci, T; Bakhshian, H; Gati, EM; Golan, S; Sheffer, E",Drought-adapted plants dramatically downregulate dinitrogen fixation: Evidences from Mediterranean legume shrubs,JOURNAL OF ECOLOGY,2018,106,4,10.1111/1365-2745.12940,,,,,,,,,,,,,,
885,"Mitchell, JS; Ruess, RW",Seasonal patterns of climate controls over nitrogen fixation by Alnus viridis subsp fruticosa in a secondary successional chronosequence in interior Alaska,ECOSCIENCE,2009,16,3,10.2980/16-3-3236,,,,,,,,,,,,,,
886,"Allard, S; Enurah, A; Strain, E; Millner, P; Rideout, SL; Brown, EW; Zheng, J",In Situ Evaluation of Paenibacillus alvei in Reducing Carriage of Salmonella enterica Serovar Newport on Whole Tomato Plants,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,2014,80,13,10.1128/AEM.00835-14,,,,,,,,,,,,,,
887,"Andreu, AB; Caldiz, DO",Early management of late blight (Phytophthora infestans) by using systemic fungicides applied to seed-potato tubers,CROP PROTECTION,2006,25,3,10.1016/j.cropro.2005.05.002,,,,,,,,,,,,,,
888,"Argaw, A",Evaluation of Co-inoculation of Bradyrhizobium japonicum and Phosphate Solubilizing Pseudomonas spp. Effect on Soybean (Glycine max L. (Merr.)) in Assossa Area,JOURNAL OF AGRICULTURAL SCIENCE AND TECHNOLOGY,2012,14,1,,,,,,,,,,,,,,,
889,"Dogru, E; Demirbas, A; Altinsoy, B; Duman, F; Ocsoy, I",Formation of Matricaria chamomilla extract-incorporated Ag nanoparticles and size-dependent enhanced antimicrobial property,JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY B-BIOLOGY,2017,174,,10.1016/j.jphotobiol.2017.07.024,,,,,,,,,,,,,,
890,"Tekle, S; Lillemo, M; Skinnes, H; Reitan, L; Buraas, T; Bjornstad, A",Screening of Oat Accessions for Fusarium Head Blight Resistance Using Spawn-Inoculated Field Experiments,CROP SCIENCE,2018,58,1,10.2135/cropsci2017.04.0264,,,,,,,,,,,,,,
891,"Mortimer, PE; Perez-Fernandez, MA; Valentine, A",Arbuscular mycorrhiza maintains nodule function during external NH (4) (+) supply in Phaseolus vulgaris (L.),MYCORRHIZA,2012,22,3,10.1007/s00572-011-0396-9,,,,,,,,,,,,,,
892,"WROTH, JM; DILWORTH, MJ; JONES, RAC",IMPAIRED NODULE FUNCTION IN MEDICAGO-POLYMORPHA L INFECTED WITH ALFALFA MOSAIC-VIRUS,NEW PHYTOLOGIST,1993,124,2,10.1111/j.1469-8137.1993.tb03813.x,,,,,,,,,,,,,,
893,"Jimenez-Leyva, JA; Gutierrez, A; Orozco, JA; Vargas, G; Esqued, M; Gardea, A; Gonzalez-Hernandez, V; Sanchez, E; Munoz, E",Phenological and ecophysiological responses of Capsicum annuum var. glabriusculum to native arbuscular mycorrhizal fungi and phosphorus availability,ENVIRONMENTAL AND EXPERIMENTAL BOTANY,2017,138,,10.1016/j.envexpbot.2017.03.008,,,,,,,,,,,,,,
894,"Souza, DSD; Polizel, AC; Hamawaki, OT; Bonfim-Silva, EM; Koetz, M; Hamawaki, RL","SEMI EARLY/MEDIUM CYCLE SOYBEAN GENOTYPE SELECTION IN RONDONOPOLIS, MT",BIOSCIENCE JOURNAL,2014,30,5,,,,,,,,,,,,,,,
895,"Danilova, NV; Galitskaya, PY; Selivanovskaya, SY",CHANGE IN PHYTOTOXICITY DURING COMPOSTING OF MANURES CONTAINING OXYTETRACYCLINE,IIOAB JOURNAL,2018,9,5,,,,,,,,,,,,,,,
896,"Swain, SS; Sahu, L; Barik, DP; Chand, PK",Agrobacterium x plant factors influencing transformation of 'Joseph's coat' (Amaranthus tricolor L.),SCIENTIA HORTICULTURAE,2010,125,3,10.1016/j.scienta.2010.04.034,,,,,,,,,,,,,,
897,"Chen, T; Christensen, M; Nan, ZBA; Hou, FJ","Effects of grazing intensity on seed size, germination and fungal colonization of Lespedeza davurica in a semi-arid grassland of northwest China",JOURNAL OF ARID ENVIRONMENTS,2017,144,,10.1016/j.jaridenv.2017.04.006,,,,,,,,,,,,,,
898,"Vieira, RF; Cardoso, EJBN; Vieira, C; Cassini, STA",Foliar application of molybdenum in common beans. I. Nitrogenase and reductase activities in a soil of high fertility,JOURNAL OF PLANT NUTRITION,1998,21,1,10.1080/01904169809365391,,,,,,,,,,,,,,
